,SS,RA_MMS,RA_rsFC,RA_MMS_o,RA_rsFC_o,Subject_left,Subject_right
0,0.09556685052484261,1.0680888565886077,0.37838520450919916,-0.004768287642507842,-0.44549506194648614,1,2
1,-2.238743886783583,-0.1957758532850278,0.5482439189682742,-0.010765530308078626,-0.4245562056575375,1,3
2,0.1770654309857445,0.03494750103099524,-1.1766524862436225,-0.009670710638190062,-0.6371879688088946,1,4
3,-0.23219238694707378,-1.0441442158930807,0.12704538646019856,-0.014791175537829632,-0.4764782725905683,1,5
4,-0.21400822007292852,-0.931705426054046,-1.0183370662342428,-0.014257635276423626,-0.6176720797451066,1,6
5,-0.34285593706256023,0.5700107119759312,-0.1282408864680586,-0.007131749076570777,-0.507947971383526,1,7
6,-0.8107883639768031,0.246733273317619,-0.39489538027312737,-0.008665752860988427,-0.5408190556983195,1,8
7,0.7879623055623016,-0.4010224350440811,1.216243427118326,-0.011739458567544804,-0.3422104411391541,1,9
8,-2.9855268310619714,-1.3607301121063506,0.019208006964053125,-0.016293426869997945,-0.48977162288488385,1,10
9,-0.051600077829631844,-0.30906084990342886,0.08005669332748853,-0.011303085957651945,-0.4822706718551252,1,11
10,-0.22304775475230343,0.37620259839591963,-0.3392658984434445,-0.008051399952661815,-0.5339614874589163,1,12
11,-1.8222995192712999,-3.1135602904522837,-0.6880493138919251,-0.024610889846021153,-0.5769567840811805,1,13
12,-2.046782596187778,1.1184100641943928,0.28712757657335164,-0.004529505365513469,-0.4567445899009641,1,14
13,-0.7903860269763733,0.6493733420207356,-1.1535176063116472,-0.006755160548353862,-0.634336081417068,1,15
14,-1.3651133181486563,0.4451911512780878,0.5040966784870595,-0.007724038100124377,-0.42999833282147837,1,16
15,-0.29084197354915164,0.507785537109817,-1.8959083583133405,-0.007427017605444389,-0.7258522177301876,1,17
16,-1.2045258366749445,1.1672061696496228,-0.2819904492055864,-0.004297959945134529,-0.5269010172069444,1,18
17,-2.158590185875154,0.10067088288071635,-0.15233102353817524,-0.009358842550826378,-0.5109176154179731,1,19
18,-2.6439409965818252,0.3743610405700009,0.6062711956827069,-0.008060138442690403,-0.41740305598351646,1,20
19,-2.6263077887516837,0.9736953911762835,-0.39933477043531324,-0.005216199918006436,-0.5413663090606954,1,21
20,-3.1586963772161067,-1.2459190883007412,-0.6537980186619798,-0.01574862997436051,-0.5727345517935166,1,22
21,-0.5550709819178761,-0.24714680858328758,-0.9136806035972175,-0.011009293807825886,-0.6047708480488407,1,23
22,-1.9065255773441507,0.12667531578646987,-0.5907554566631207,-0.009235447306621838,-0.5649631569022684,1,24
23,-0.9101713441983376,0.7107202537098417,0.759098880496055,-0.006464059520444241,-0.3985636520738016,2,3
24,1.360746862792392,0.8897920537173843,0.803372684415335,-0.005614334838034865,-0.393105923157254,2,4
25,0.4220820036437356,-0.13908878003690214,0.20882437008076843,-0.010496540967990171,-0.46639719791070566,2,5
26,0.499654299731206,-0.4867133828474506,0.728746878561375,-0.012146075988068357,-0.4023052099244898,2,6
27,1.1144254411399679,1.144097640442181,1.0450995346042942,-0.004407613657449446,-0.3633077241457672,2,7
28,0.7603817554950913,0.9641018626827701,-0.31474421813161274,-0.0052617227638816245,-0.5309386461425427,2,8
29,0.6114154117239786,0.425164069141236,-0.697326840939279,-0.0078190698472091,-0.5781004451890607,2,9
30,-1.4898238394347978,-0.3198193568194004,-0.6976777910115217,-0.011354136814749421,-0.5781437075742182,2,10
